word,level,pos
a,A1,article
about,A1,"preposition, adverb"
above,A1,"preposition, adverb"
across,A1,"preposition, adverb"
action,A1,noun
activity,A1,noun
actor,A1,noun
actress,A1,noun
add,A1,verb
address,A1,noun
adult,A1,noun
advice,A1,noun
afraid,A1,adjective
after,A1,preposition
afternoon,A1,noun
again,A1,adverb
age,A1,noun
ago,A1,adverb
agree,A1,verb
air,A1,noun
airport,A1,noun
all,A1,"determiner, pronoun"
also,A1,adverb
always,A1,adverb
amazing,A1,adjective
and,A1,conjunction
angry,A1,adjective
animal,A1,noun
another,A1,"determiner, pronoun"
answer,A1,"noun, verb"
any,A1,"determiner, pronoun"
anyone,A1,pronoun
anything,A1,pronoun
apartment,A1,noun
apple,A1,noun
April,A1,noun
area,A1,noun
arm,A1,noun
around,A1,"preposition, adverb"
arrive,A1,verb
art,A1,noun
article,A1,noun
artist,A1,noun
as,A1,preposition
ask,A1,verb
at,A1,preposition
August,A1,noun
aunt,A1,noun
autumn,A1,noun
away,A1,adverb
baby,A1,noun
back,A1,"noun, adverb"
bad,A1,adjective
bag,A1,noun
ball,A1,noun
banana,A1,noun
band,A1,noun
bank,A1,noun
bath,A1,noun
bathroom,A1,noun
be,A1,"verb, auxiliary verb"
beach,A1,noun
beautiful,A1,adjective
because,A1,conjunction
become,A1,verb
bed,A1,noun
bedroom,A1,noun
beer,A1,noun
before,A1,preposition
begin,A1,verb
beginning,A1,noun
behind,A1,"preposition, adverb"
believe,A1,verb
below,A1,"adverb, preposition"
best,A1,adjective
better,A1,adjective
between,A1,preposition
bicycle,A1,noun
big,A1,adjective
bike,A1,noun
bill,A1,noun
bird,A1,noun
birthday,A1,noun
black,A1,"adjective, noun"
blog,A1,noun
blonde,A1,adjective
blue,A1,"adjective, noun"
boat,A1,noun
body,A1,noun
book,A1,noun
boot,A1,noun
bored,A1,adjective
boring,A1,adjective
born,A1,verb
both,A1,"determiner, pronoun"
bottle,A1,noun
box,A1,noun
boy,A1,noun
boyfriend,A1,noun
bread,A1,noun
break,A1,"verb, noun"
breakfast,A1,noun
bring,A1,verb
brother,A1,noun
brown,A1,"adjective, noun"
build,A1,verb
building,A1,noun
bus,A1,noun
business,A1,noun
busy,A1,adjective
but,A1,conjunction
butter,A1,noun
buy,A1,verb
by,A1,preposition
bye,A1,exclamation
cafe,A1,noun
cake,A1,noun
call,A1,"verb, noun"
camera,A1,noun
can1,A1,modal verb
cannot,A1,modal verb
capital,A1,"noun, adjective"
car,A1,noun
card,A1,noun
career,A1,noun
carrot,A1,noun
carry,A1,verb
cat,A1,noun
CD,A1,noun
cent,A1,noun
centre,A1,noun
century,A1,noun
chair,A1,noun
change,A1,"verb, noun"
chart,A1,noun
cheap,A1,adjective
check,A1,verb
cheese,A1,noun
chicken,A1,noun
child,A1,noun
chocolate,A1,noun
choose,A1,verb
cinema,A1,noun
city,A1,noun
class,A1,noun
classroom,A1,noun
clean,A1,"adjective, verb"
climb,A1,verb
clock,A1,noun
close1,A1,verb
clothes,A1,noun
club,A1,noun
coat,A1,noun
coffee,A1,noun
cold,A1,"adjective, noun"
college,A1,noun
colour,A1,noun
come,A1,verb
common,A1,adjective
company,A1,noun
compare,A1,verb
complete,A1,"adjective, verb"
computer,A1,noun
concert,A1,noun
conversation,A1,noun
cook,A1,verb
cooking,A1,noun
cool,A1,adjective
correct,A1,"adjective, verb"
cost,A1,"noun, verb"
could,A1,modal verb
country,A1,noun
course,A1,noun
cousin,A1,noun
cow,A1,noun
cream,A1,noun
create,A1,verb
culture,A1,noun
cup,A1,noun
customer,A1,noun
cut,A1,verb
dad,A1,noun
dance,A1,"noun, verb"
dancer,A1,noun
dancing,A1,noun
dangerous,A1,adjective
dark,A1,adjective
date,A1,noun
daughter,A1,noun
day,A1,noun
dear,A1,adjective
December,A1,noun
decide,A1,verb
delicious,A1,adjective
describe,A1,verb
description,A1,noun
design,A1,"noun, verb"
desk,A1,noun
detail,A1,noun
dialogue,A1,noun
dictionary,A1,noun
die,A1,verb
diet,A1,noun
difference,A1,noun
different,A1,adjective
difficult,A1,adjective
dinner,A1,noun
dirty,A1,adjective
discuss,A1,verb
dish,A1,noun
do1,A1,"verb, auxiliary verb"
doctor,A1,noun
dog,A1,noun
dollar,A1,noun
door,A1,noun
down,A1,"adverb, preposition"
downstairs,A1,adverb
draw,A1,verb
dress,A1,"noun, verb"
drink,A1,"noun, verb"
drive,A1,verb
driver,A1,noun
during,A1,preposition
DVD,A1,noun
each,A1,"determiner, pronoun, adverb"
ear,A1,noun
early,A1,"adjective, adverb"
east,A1,"noun, adjective, adverb"
easy,A1,adjective
eat,A1,verb
egg,A1,noun
eight,A1,NA
eighteen,A1,NA
eighty,A1,NA
elephant,A1,noun
eleven,A1,NA
else,A1,adverb
email,A1,"noun, verb"
end,A1,"noun, verb"
enjoy,A1,verb
enough,A1,"determiner, pronoun, adverb"
euro,A1,noun
even,A1,adverb
evening,A1,noun
event,A1,noun
ever,A1,adverb
every,A1,determiner
everybody,A1,pronoun
everyone,A1,pronoun
everything,A1,pronoun
exam,A1,noun
example,A1,noun
excited,A1,adjective
exciting,A1,adjective
exercise,A1,"noun, verb"
expensive,A1,adjective
explain,A1,verb
extra,A1,adjective
eye,A1,noun
face,A1,noun
fact,A1,noun
fall,A1,verb
false,A1,adjective
family,A1,"noun, adjective"
famous,A1,adjective
fantastic,A1,adjective
far,A1,adverb
farm,A1,noun
farmer,A1,noun
fast,A1,"adjective, adverb"
fat,A1,adjective
father,A1,noun
favourite,A1,"adjective, noun"
February,A1,noun
feel,A1,verb
feeling,A1,noun
festival,A1,noun
few,A1,"determiner, adjective, pronoun"
fifteen,A1,NA
fifth,A1,NA
fifty,A1,NA
fill,A1,verb
film,A1,noun
final,A1,adjective
find,A1,verb
fine,A1,adjective
finish,A1,verb
fire,A1,noun
first,A1,"determiner, NA, adverb"
fish,A1,noun
five,A1,NA
flat,A1,noun
flight,A1,noun
floor,A1,noun
flower,A1,noun
fly,A1,verb
follow,A1,verb
food,A1,noun
foot,A1,noun
football,A1,noun
for,A1,preposition
forget,A1,verb
form,A1,"noun, verb"
forty,A1,NA
four,A1,NA
fourteen,A1,NA
fourth,A1,NA
free,A1,adjective
Friday,A1,noun
friend,A1,noun
friendly,A1,adjective
from,A1,preposition
front,A1,"noun, adjective"
fruit,A1,noun
full,A1,adjective
fun,A1,noun
funny,A1,adjective
future,A1,noun
game,A1,noun
garden,A1,noun
geography,A1,noun
get,A1,verb
girl,A1,noun
girlfriend,A1,noun
give,A1,verb
glass,A1,noun
go,A1,verb
good,A1,adjective
goodbye,A1,"exclamation, noun"
grandfather,A1,noun
grandmother,A1,noun
grandparent,A1,noun
great,A1,adjective
green,A1,"adjective, noun"
grey,A1,"adjective, noun"
group,A1,noun
grow,A1,verb
guess,A1,"verb, noun"
guitar,A1,noun
gym,A1,noun
hair,A1,noun
half,A1,"noun, determiner, pronoun"
hand,A1,noun
happen,A1,verb
happy,A1,adjective
hard,A1,"adjective, adverb"
hat,A1,noun
hate,A1,verb
have,A1,verb
have,A1,NA
he,A1,pronoun
head,A1,noun
health,A1,noun
healthy,A1,adjective
hear,A1,verb
hello,A1,"exclamation, noun"
help,A1,"verb, noun"
her,A1,"pronoun, determiner"
here,A1,adverb
hey,A1,exclamation
hi,A1,exclamation
high,A1,adjective
him,A1,pronoun
his,A1,determiner
history,A1,noun
hobby,A1,noun
holiday,A1,noun
home,A1,"noun, adverb"
homework,A1,noun
hope,A1,verb
horse,A1,noun
hospital,A1,noun
hot,A1,adjective
hotel,A1,noun
hour,A1,noun
house,A1,noun
how,A1,adverb
however,A1,adverb
hundred,A1,NA
hungry,A1,adjective
husband,A1,noun
I,A1,pronoun
ice,A1,noun
ice,A1,NA
idea,A1,noun
if,A1,conjunction
imagine,A1,verb
important,A1,adjective
improve,A1,verb
in,A1,"preposition, adverb"
include,A1,verb
information,A1,noun
interest,A1,"noun, verb"
interested,A1,adjective
interesting,A1,adjective
internet,A1,noun
interview,A1,"noun, verb"
into,A1,preposition
introduce,A1,verb
island,A1,noun
it,A1,pronoun
its,A1,determiner
jacket,A1,noun
January,A1,noun
jeans,A1,noun
job,A1,noun
join,A1,verb
journey,A1,noun
juice,A1,noun
July,A1,noun
June,A1,noun
just,A1,adverb
keep,A1,verb
key,A1,"noun, adjective"
kilometre,A1,noun
kind,A1,noun
kitchen,A1,noun
know,A1,verb
land,A1,noun
language,A1,noun
large,A1,adjective
last1,A1,determiner
late,A1,"adjective, adverb"
later,A1,adverb
laugh,A1,"verb, noun"
learn,A1,verb
leave,A1,verb
left,A1,"adjective, adverb, noun"
leg,A1,noun
lesson,A1,noun
let,A1,verb
letter,A1,noun
library,A1,noun
lie1,A1,verb
life,A1,noun
light,A1,"noun, NA"
like,A1,preposition
like,A1,verb
line,A1,noun
lion,A1,noun
list,A1,"noun, verb"
listen,A1,verb
little,A1,"adjective, determiner, pronoun"
live1,A1,verb
local,A1,adjective
long1,A1,"adjective, adverb"
look,A1,verb
lose,A1,verb
lot,A1,"pronoun, determiner, adverb"
love,A1,"noun, verb"
lunch,A1,noun
machine,A1,noun
magazine,A1,noun
main,A1,adjective
make,A1,verb
man,A1,noun
many,A1,"determiner, pronoun"
map,A1,noun
March,A1,noun
market,A1,noun
married,A1,adjective
match,A1,"noun, verb"
May,A1,noun
maybe,A1,adverb
me,A1,pronoun
meal,A1,noun
mean,A1,verb
meaning,A1,noun
meat,A1,noun
meet,A1,verb
meeting,A1,noun
member,A1,noun
menu,A1,noun
message,A1,noun
metre,A1,noun
midnight,A1,noun
mile,A1,noun
milk,A1,noun
million,A1,NA
minute1,A1,noun
miss,A1,verb
mistake,A1,noun
model,A1,noun
modern,A1,adjective
moment,A1,noun
Monday,A1,noun
money,A1,noun
month,A1,noun
more,A1,"determiner, pronoun, adverb"
morning,A1,noun
most,A1,"determiner, pronoun, adverb"
mother,A1,noun
mountain,A1,noun
mouse,A1,noun
mouth,A1,noun
move,A1,verb
movie,A1,noun
much,A1,"determiner, pronoun, adverb"
mum,A1,noun
museum,A1,noun
music,A1,noun
must,A1,modal verb
my,A1,determiner
name,A1,"noun, verb"
natural,A1,adjective
near,A1,"preposition, adjective, adverb"
need,A1,verb
negative,A1,adjective
neighbour,A1,noun
never,A1,adverb
new,A1,adjective
news,A1,noun
newspaper,A1,noun
next,A1,"adjective, adverb"
next,A1,NA
nice,A1,adjective
night,A1,noun
nine,A1,NA
nineteen,A1,NA
ninety,A1,NA
no,A1,"exclamation, determiner"
no,A1,NA
nobody,A1,pronoun
north,A1,"noun, adjective, adverb"
nose,A1,noun
not,A1,adverb
note,A1,noun
nothing,A1,pronoun
November,A1,noun
now,A1,adverb
number,A1,noun
nurse,A1,noun
object,A1,noun
o’clock,A1,adverb
October,A1,noun
of,A1,preposition
off,A1,"adverb, preposition"
office,A1,noun
often,A1,adverb
oh,A1,exclamation
OK,A1,"exclamation, adjective, adverb"
old,A1,adjective
on,A1,"preposition, adverb"
once,A1,adverb
one,A1,"NA, determiner, pronoun"
onion,A1,noun
online,A1,"adjective, adverb"
only,A1,"adjective, adverb"
open,A1,"adjective, verb"
opinion,A1,noun
opposite,A1,"adjective, noun, preposition, adverb"
or,A1,conjunction
orange,A1,"noun, adjective"
order,A1,"noun, verb"
other,A1,"adjective, pronoun"
our,A1,determiner
out,A1,"adverb, preposition"
outside,A1,adverb
over,A1,"preposition, adverb"
own,A1,"adjective, pronoun"
page,A1,noun
paint,A1,"verb, noun"
painting,A1,noun
pair,A1,noun
paper,A1,noun
paragraph,A1,noun
parent,A1,noun
park,A1,"noun, verb"
part,A1,noun
partner,A1,noun
party,A1,noun
passport,A1,noun
past,A1,"adjective, noun, preposition"
pay,A1,verb
pen,A1,noun
pencil,A1,noun
people,A1,noun
pepper,A1,noun
perfect,A1,adjective
period,A1,noun
person,A1,noun
personal,A1,adjective
phone,A1,"noun, verb"
photo,A1,noun
photograph,A1,noun
phrase,A1,noun
piano,A1,noun
picture,A1,noun
piece,A1,noun
pig,A1,noun
pink,A1,"adjective, noun"
place,A1,noun
plan,A1,"noun, verb"
plane,A1,noun
plant,A1,noun
play,A1,"verb, noun"
player,A1,noun
please,A1,exclamation
point,A1,noun
police,A1,noun
policeman,A1,noun
pool,A1,noun
poor,A1,adjective
popular,A1,adjective
positive,A1,adjective
possible,A1,adjective
post,A1,"noun, verb"
potato,A1,noun
pound,A1,noun
practice,A1,noun
practise,A1,verb
prefer,A1,verb
prepare,A1,verb
present,A1,"adjective, noun"
pretty,A1,"adjective, adverb"
price,A1,noun
probably,A1,adverb
problem,A1,noun
product,A1,noun
programme,A1,noun
project,A1,noun
purple,A1,"adjective, noun"
put,A1,verb
quarter,A1,noun
question,A1,noun
quick,A1,adjective
quickly,A1,adverb
quiet,A1,adjective
quite,A1,adverb
radio,A1,noun
rain,A1,"noun, verb"
read,A1,verb
reader,A1,noun
reading,A1,noun
ready,A1,adjective
real,A1,adjective
really,A1,adverb
reason,A1,noun
red,A1,"adjective, noun"
relax,A1,verb
remember,A1,verb
repeat,A1,verb
report,A1,noun
restaurant,A1,noun
result,A1,noun
return,A1,"verb, noun"
rice,A1,noun
rich,A1,adjective
ride,A1,verb
right,A1,"adjective, adverb, noun"
river,A1,noun
road,A1,noun
room,A1,noun
routine,A1,noun
rule,A1,noun
run,A1,verb
sad,A1,adjective
salad,A1,noun
salt,A1,noun
same,A1,"adjective, pronoun, adverb"
sandwich,A1,noun
Saturday,A1,noun
say,A1,verb
school,A1,noun
science,A1,noun
scientist,A1,noun
sea,A1,noun
second1,A1,"determiner, NA"
second1,A1,noun
section,A1,noun
see,A1,verb
sell,A1,verb
send,A1,verb
sentence,A1,noun
September,A1,noun
seven,A1,NA
seventeen,A1,NA
seventy,A1,NA
share,A1,verb
she,A1,pronoun
sheep,A1,noun
shirt,A1,noun
shoe,A1,noun
shop,A1,"noun, verb"
shopping,A1,noun
short,A1,adjective
should,A1,modal verb
show,A1,"verb, noun"
shower,A1,noun
sick,A1,adjective
similar,A1,adjective
sing,A1,verb
singer,A1,noun
sister,A1,noun
sit,A1,verb
situation,A1,noun
six,A1,NA
sixteen,A1,NA
sixty,A1,NA
skill,A1,noun
skirt,A1,noun
sleep,A1,verb
slow,A1,adjective
small,A1,adjective
snake,A1,noun
snow,A1,"noun, verb"
so,A1,"adverb, conjunction"
some,A1,"determiner, pronoun"
somebody,A1,pronoun
someone,A1,pronoun
something,A1,pronoun
sometimes,A1,adverb
son,A1,noun
song,A1,noun
soon,A1,adverb
sorry,A1,"adjective, exclamation"
sound,A1,"noun, verb"
soup,A1,noun
south,A1,"noun, adjective, adverb"
space,A1,noun
speak,A1,verb
special,A1,adjective
spell,A1,verb
spelling,A1,noun
spend,A1,verb
sport,A1,noun
spring,A1,noun
stand,A1,verb
star,A1,noun
start,A1,verb
statement,A1,noun
station,A1,noun
stay,A1,verb
still,A1,adverb
stop,A1,"verb, noun"
story,A1,noun
street,A1,noun
strong,A1,adjective
student,A1,noun
study,A1,"noun, verb"
style,A1,noun
subject,A1,noun
success,A1,noun
sugar,A1,noun
summer,A1,noun
sun,A1,noun
Sunday,A1,noun
supermarket,A1,noun
sure,A1,adjective
sweater,A1,noun
swim,A1,verb
swimming,A1,noun
table,A1,noun
take,A1,verb
talk,A1,verb
tall,A1,adjective
taxi,A1,noun
tea,A1,noun
teach,A1,verb
teacher,A1,noun
team,A1,noun
teenager,A1,noun
telephone,A1,"noun, verb"
television,A1,noun
tell,A1,verb
ten,A1,NA
tennis,A1,noun
terrible,A1,adjective
test,A1,"noun, verb"
text,A1,noun
than,A1,conjunction
thank,A1,verb
thanks,A1,"exclamation, noun"
that,A1,"determiner, pronoun, conjunction"
the,A1,NA
theatre,A1,noun
their,A1,determiner
them,A1,pronoun
then,A1,adverb
there,A1,adverb
they,A1,pronoun
thing,A1,noun
think,A1,verb
third,A1,NA
thirsty,A1,adjective
thirteen,A1,NA
thirty,A1,NA
this,A1,"determiner, pronoun"
thousand,A1,NA
three,A1,NA
through,A1,"preposition, adverb"
Thursday,A1,noun
ticket,A1,noun
time,A1,noun
tired,A1,adjective
title,A1,noun
to,A1,"preposition, NA"
today,A1,"adverb, noun"
together,A1,adverb
toilet,A1,noun
tomato,A1,noun
tomorrow,A1,"adverb, noun"
tonight,A1,"adverb, noun"
too,A1,adverb
tooth,A1,noun
topic,A1,noun
tourist,A1,noun
town,A1,noun
traffic,A1,noun
train,A1,noun
travel,A1,"verb, noun"
tree,A1,noun
trip,A1,noun
trousers,A1,noun
true,A1,adjective
try,A1,verb
T-shirt,A1,noun
Tuesday,A1,noun
turn,A1,"verb, noun"
TV,A1,noun
twelve,A1,NA
twenty,A1,NA
twice,A1,adverb
two,A1,NA
type,A1,noun
umbrella,A1,noun
uncle,A1,noun
under,A1,"preposition, adverb"
understand,A1,verb
university,A1,noun
until,A1,"conjunction, preposition"
up,A1,"adverb, preposition"
upstairs,A1,adverb
us,A1,pronoun
use,A1,verb
useful,A1,adjective
usually,A1,adverb
vacation,A1,noun
vegetable,A1,noun
very,A1,adverb
video,A1,noun
village,A1,noun
visit,A1,"verb, noun"
visitor,A1,noun
wait,A1,verb
waiter,A1,noun
wake,A1,verb
walk,A1,"verb, noun"
wall,A1,noun
want,A1,verb
warm,A1,adjective
wash,A1,verb
watch,A1,"verb, noun"
water,A1,noun
way,A1,noun
we,A1,pronoun
wear,A1,verb
weather,A1,noun
website,A1,noun
Wednesday,A1,noun
week,A1,noun
weekend,A1,noun
welcome,A1,"exclamation, verb, adjective"
well,A1,"adverb, adjective, exclamation"
west,A1,"noun, adjective, adverb"
what,A1,"pronoun, determiner"
when,A1,"adverb, pronoun, conjunction"
where,A1,"adverb, conjunction"
which,A1,"pronoun, determiner"
white,A1,"adjective, noun"
who,A1,pronoun
why,A1,adverb
wife,A1,noun
will,A1,modal verb
win,A1,verb
window,A1,noun
wine,A1,noun
winter,A1,noun
with,A1,preposition
without,A1,preposition
woman,A1,noun
wonderful,A1,adjective
word,A1,noun
work,A1,"verb, noun"
worker,A1,noun
world,A1,noun
would,A1,modal verb
write,A1,verb
writer,A1,noun
writing,A1,noun
wrong,A1,adjective
yeah,A1,exclamation
year,A1,noun
yellow,A1,"adjective, noun"
yes,A1,exclamation
yesterday,A1,"adverb, noun"
you,A1,pronoun
young,A1,adjective
your,A1,determiner
yourself,A1,pronoun
ability,A2,noun
able,A2,adjective
abroad,A2,adverb
accept,A2,verb
accident,A2,noun
according,A2,NA
achieve,A2,verb
act,A2,verb
active,A2,adjective
actually,A2,adverb
adult,A2,adjective
advantage,A2,noun
adventure,A2,noun
advertise,A2,verb
advertisement,A2,noun
advertising,A2,noun
affect,A2,verb
after,A2,"conjunction, adverb"
against,A2,preposition
ah,A2,exclamation
airline,A2,noun
alive,A2,adjective
all,A2,adverb
all,A2,"NA, adverb, exclamation"
allow,A2,verb
almost,A2,adverb
alone,A2,"adjective, adverb"
along,A2,"preposition, adverb"
already,A2,adverb
alternative,A2,noun
although,A2,conjunction
among,A2,preposition
amount,A2,noun
ancient,A2,adjective
ankle,A2,noun
any,A2,adverb
anybody,A2,pronoun
any,A2,NA
anyway,A2,adverb
anywhere,A2,"adverb, pronoun"
app,A2,noun
appear,A2,verb
appearance,A2,noun
apply,A2,verb
architect,A2,noun
architecture,A2,noun
argue,A2,verb
argument,A2,noun
army,A2,noun
arrange,A2,verb
arrangement,A2,noun
as,A2,"adverb, conjunction"
asleep,A2,adjective
assistant,A2,"noun, adjective"
athlete,A2,noun
attack,A2,"noun, verb"
attend,A2,verb
attention,A2,"noun, exclamation"
attractive,A2,adjective
audience,A2,noun
author,A2,noun
available,A2,adjective
average,A2,"adjective, noun"
avoid,A2,verb
award,A2,noun
awful,A2,adjective
back,A2,adjective
background,A2,noun
badly,A2,adverb
bar,A2,noun
baseball,A2,noun
based,A2,adjective
basketball,A2,noun
bean,A2,noun
bear,A2,noun
beat,A2,verb
beef,A2,noun
before,A2,"conjunction, adverb"
behave,A2,verb
behaviour,A2,noun
belong,A2,verb
belt,A2,noun
benefit,A2,noun
best,A2,"adverb, noun"
better,A2,adverb
between,A2,adverb
billion,A2,NA
bin,A2,noun
biology,A2,noun
birth,A2,noun
biscuit,A2,noun
bit,A2,noun
blank,A2,"adjective, noun"
blood,A2,noun
blow,A2,verb
board,A2,noun
boil,A2,verb
bone,A2,noun
book,A2,verb
borrow,A2,verb
boss,A2,noun
bottom,A2,"noun, adjective"
bowl,A2,noun
brain,A2,noun
bridge,A2,noun
bright,A2,adjective
brilliant,A2,adjective
broken,A2,adjective
brush,A2,"verb, noun"
burn,A2,verb
businessman,A2,noun
button,A2,noun
camp,A2,"noun, verb"
camping,A2,noun
2,A2,noun
care,A2,"noun, verb"
careful,A2,adjective
carefully,A2,adverb
carpet,A2,noun
cartoon,A2,noun
case,A2,noun
cash,A2,noun
castle,A2,noun
catch,A2,verb
cause,A2,"noun, verb"
celebrate,A2,verb
celebrity,A2,noun
certain,A2,adjective
certainly,A2,adverb
chance,A2,noun
character,A2,noun
charity,A2,noun
chat,A2,"verb, noun"
check,A2,noun
chef,A2,noun
chemistry,A2,noun
chip,A2,noun
choice,A2,noun
church,A2,noun
cigarette,A2,noun
circle,A2,"noun, verb"
classical,A2,adjective
clear,A2,adjective
clearly,A2,adverb
clever,A2,adjective
climate,A2,noun
2,A2,adjective
closed,A2,adjective
clothing,A2,noun
cloud,A2,noun
coach,A2,noun
coast,A2,noun
code,A2,noun
colleague,A2,noun
collect,A2,verb
column,A2,noun
comedy,A2,noun
comfortable,A2,adjective
comment,A2,noun
communicate,A2,verb
community,A2,noun
compete,A2,verb
competition,A2,noun
complain,A2,verb
completely,A2,adverb
condition,A2,noun
conference,A2,noun
connect,A2,verb
connected,A2,adjective
consider,A2,verb
contain,A2,verb
context,A2,noun
continent,A2,noun
continue,A2,verb
control,A2,"noun, verb"
cook,A2,noun
cooker,A2,noun
copy,A2,"noun, verb"
corner,A2,noun
correctly,A2,adverb
count,A2,verb
couple,A2,noun
cover,A2,verb
crazy,A2,adjective
creative,A2,adjective
credit,A2,noun
crime,A2,noun
criminal,A2,noun
cross,A2,"verb, noun"
crowd,A2,noun
crowded,A2,adjective
cry,A2,verb
cupboard,A2,noun
curly,A2,adjective
cycle,A2,"noun, verb"
daily,A2,adjective
danger,A2,noun
dark,A2,noun
data,A2,noun
dead,A2,adjective
deal,A2,verb
dear,A2,exclamation
death,A2,noun
decision,A2,noun
deep,A2,adjective
definitely,A2,adverb
degree,A2,noun
dentist,A2,noun
department,A2,noun
depend,A2,verb
desert,A2,noun
designer,A2,noun
destroy,A2,verb
detective,A2,noun
develop,A2,verb
device,A2,noun
diary,A2,noun
differently,A2,adverb
digital,A2,adjective
direct,A2,adjective
direction,A2,noun
director,A2,noun
disagree,A2,verb
disappear,A2,verb
disaster,A2,noun
discover,A2,verb
discovery,A2,noun
discussion,A2,noun
disease,A2,noun
distance,A2,noun
divorced,A2,adjective
document,A2,noun
double,A2,"adjective, determiner, pronoun, verb"
download,A2,"verb, noun"
downstairs,A2,adjective
drama,A2,noun
drawing,A2,noun
dream,A2,"noun, verb"
drive,A2,noun
driving,A2,noun
drop,A2,verb
drug,A2,noun
dry,A2,"adjective, verb"
earn,A2,verb
earth,A2,noun
easily,A2,adverb
education,A2,noun
effect,A2,noun
either,A2,"determiner, pronoun, adverb"
electric,A2,adjective
electrical,A2,adjective
electricity,A2,noun
electronic,A2,adjective
employ,A2,verb
employee,A2,noun
employer,A2,noun
empty,A2,adjective
ending,A2,noun
energy,A2,noun
engine,A2,noun
engineer,A2,noun
enormous,A2,adjective
enter,A2,verb
environment,A2,noun
equipment,A2,noun
error,A2,noun
especially,A2,adverb
essay,A2,noun
everyday,A2,adjective
everywhere,A2,adverb
evidence,A2,noun
exact,A2,adjective
exactly,A2,adverb
excellent,A2,adjective
except,A2,preposition
exist,A2,verb
expect,A2,verb
experience,A2,noun
experiment,A2,noun
expert,A2,"noun, adjective"
explanation,A2,noun
express,A2,verb
expression,A2,noun
extreme,A2,adjective
extremely,A2,adverb
factor,A2,noun
factory,A2,noun
fail,A2,verb
fair,A2,adjective
fall,A2,noun
fan,A2,noun
farm,A2,verb
farming,A2,noun
fashion,A2,noun
fat,A2,noun
fear,A2,noun
feature,A2,noun
feed,A2,verb
female,A2,"adjective, noun"
fiction,A2,noun
field,A2,noun
fight,A2,"verb, noun"
figure,A2,noun
film,A2,verb
final,A2,noun
finally,A2,adverb
finger,A2,noun
finish,A2,noun
first,A2,noun
firstly,A2,adverb
fish,A2,verb
fishing,A2,noun
fit,A2,"verb, adjective"
fix,A2,verb
flat,A2,adjective
flu,A2,noun
fly,A2,noun
flying,A2,"noun, adjective"
focus,A2,"verb, noun"
following,A2,adjective
foreign,A2,adjective
forest,A2,noun
fork,A2,noun
formal,A2,adjective
fortunately,A2,adverb
forward,A2,adverb
free,A2,adverb
fresh,A2,adjective
fridge,A2,noun
frog,A2,noun
fun,A2,adjective
furniture,A2,noun
further,A2,adjective
future,A2,adjective
gallery,A2,noun
gap,A2,noun
gas,A2,noun
gate,A2,noun
general,A2,adjective
gift,A2,noun
goal,A2,noun
god,A2,noun
gold,A2,"noun, adjective"
golf,A2,noun
good,A2,noun
government,A2,noun
grass,A2,noun
greet,A2,verb
ground,A2,noun
guest,A2,noun
guide,A2,"noun, verb"
gun,A2,noun
guy,A2,noun
habit,A2,noun
half,A2,adverb
hall,A2,noun
happily,A2,adverb
have,A2,auxiliary verb
headache,A2,noun
heart,A2,noun
heat,A2,"noun, verb"
heavy,A2,adjective
height,A2,noun
helpful,A2,adjective
hero,A2,noun
hers,A2,pronoun
herself,A2,pronoun
hide,A2,verb
high,A2,adverb
hill,A2,noun
himself,A2,pronoun
his,A2,pronoun
hit,A2,"verb, noun"
hockey,A2,noun
hold,A2,verb
hole,A2,noun
home,A2,adjective
hope,A2,noun
huge,A2,adjective
human,A2,"adjective, noun"
hurt,A2,"verb, adjective"
ideal,A2,adjective
identify,A2,verb
ill,A2,adjective
illness,A2,noun
image,A2,noun
immediately,A2,adverb
impossible,A2,adjective
included,A2,adjective
including,A2,preposition
increase,A2,"verb, noun"
incredible,A2,adjective
independent,A2,adjective
individual,A2,"noun, adjective"
industry,A2,noun
informal,A2,adjective
injury,A2,noun
insect,A2,noun
inside,A2,"preposition, adverb, noun, adjective"
instead,A2,adverb
instruction,A2,noun
instructor,A2,noun
instrument,A2,noun
intelligent,A2,adjective
international,A2,adjective
introduction,A2,noun
invent,A2,verb
invention,A2,noun
invitation,A2,noun
invite,A2,verb
involve,A2,verb
item,A2,noun
itself,A2,pronoun
jam,A2,noun
jazz,A2,noun
jewellery,A2,noun
joke,A2,"noun, verb"
journalist,A2,noun
jump,A2,"verb, noun"
kid,A2,noun
kill,A2,verb
king,A2,noun
knee,A2,noun
knife,A2,noun
knock,A2,verb
knowledge,A2,noun
lab,A2,noun
lady,A2,noun
lake,A2,noun
lamp,A2,noun
land,A2,verb
laptop,A2,noun
1,A2,"adverb, noun"
1,A2,verb
later,A2,adjective
laughter,A2,noun
law,A2,noun
lawyer,A2,noun
lazy,A2,adjective
1,A2,verb
leader,A2,noun
learning,A2,noun
least,A2,"determiner, pronoun, adverb"
lecture,A2,"noun, verb"
lemon,A2,noun
lend,A2,verb
less,A2,"determiner, pronoun, adverb"
level,A2,noun
lifestyle,A2,noun
lift,A2,"verb, noun"
light,A2,verb
light,A2,adjective
likely,A2,adjective
link,A2,"noun, verb"
listener,A2,noun
little,A2,adverb
lock,A2,"verb, noun"
look,A2,noun
lorry,A2,noun
lost,A2,adjective
loud,A2,"adjective, adverb"
loudly,A2,adverb
lovely,A2,adjective
low,A2,"adjective, adverb"
luck,A2,noun
